ID_Anuncio,Tipo_Operacion,Tipo_Inmueble,Fecha_Extraccion,Ubicación,Distrito,Precio_Original,Moneda,Precio_Soles,Mantenimiento,Precio_Total_Soles,Precio_m2,m2,Dormitorios,Banos,Cocheras,Piscina,Gym,Parrilla,Seguridad_24_7,Mascotas,Antiguedad,Características,URL,Página
149539499,Alquiler,Departamento,2026-04-18,"Chorrillos, Lima",Chorrillos,"S/ 8,500 · USD 2,500",PEN,8500.0,1120.0,9620.0,33.86,251,4.0,3.0,2.0,1,1,0,1,1,No especifica,251 m² tot. | 4 dorm. | 3 baños | 2 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-chorrillos-lima-4-dormitorios-149539499?n_src=Listado&n_pills=Seguridad&n_pg=1&n_pos=21,46
149210488,Alquiler,Departamento,2026-04-18,"Barranco, Lima",Barranco,"S/ 5,780 · USD 1,700",PEN,5780.0,1100.0,6880.0,46.24,125,3.0,3.0,2.0,0,1,0,0,0,No especifica,125 m² tot. | 3 dorm. | 3 baños | 2 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-barranco-lima-3-dormitorios-149210488?n_src=Listado&n_pills=Gimnasio&n_pg=1&n_pos=22,46
148201540,Alquiler,Departamento,2026-04-18,"Miraflores, Lima",Miraflores,"S/ 7,480 · USD 2,200",PEN,7480.0,579.0,8059.0,37.4,200,3.0,2.0,2.0,0,0,0,1,1,No especifica,200 m² tot. | 3 dorm. | 2 baños | 2 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-miraflores-lima-3-dormitorios-148201540?n_src=Listado&n_pills=Seguridad&n_pg=1&n_pos=23,46
148806680,Alquiler,Departamento,2026-04-18,"Barranco, Lima",Barranco,"S/ 2,360 · USD 700",PEN,2360.0,490.0,2850.0,56.19,42,1.0,1.0,,0,0,0,0,0,No especifica,42 m² tot. | 1 dorm. | 1 baño,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-barranco-lima-1-dormitorio-148806680?n_src=Listado&n_pills=Amoblado&n_pg=1&n_pos=24,46
148653778,Alquiler,Departamento,2026-04-18,"Lince, Lima",Lince,"S/ 2,530 · USD 750",PEN,2530.0,280.0,2810.0,52.71,48,1.0,1.0,,1,1,0,1,1,No especifica,48 m² tot. | 1 dorm. | 1 baño,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-lince-lima-1-dormitorio-148653778?n_src=Listado&n_pills=Parrilla&n_pg=1&n_pos=25,46
147474648,Alquiler,Departamento,2026-04-18,"Miraflores, Lima",Miraflores,"S/ 3,176 · USD 950",PEN,3176.0,450.0,3626.0,30.25,105,2.0,3.0,,0,0,0,0,0,No especifica,105 m² tot. | 2 dorm. | 3 baños,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-miraflores-lima-2-dormitorios-147474648?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=1&n_pos=26,46
147504712,Alquiler,Departamento,2026-04-18,"Miraflores, Lima",Miraflores,"S/ 2,882 · USD 860",PEN,2882.0,500.0,3382.0,27.45,105,2.0,2.0,1.0,0,0,0,0,0,No especifica,105 m² tot. | 2 dorm. | 2 baños | 1 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-miraflores-lima-2-dormitorios-147504712?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=1&n_pos=28,46
90902416,Alquiler,Departamento,2026-04-18,"Miraflores, Lima",Miraflores,"S/ 2,915 · USD 870",PEN,2915.0,340.0,3255.0,25.35,115,2.0,3.0,1.0,0,0,0,0,0,No especifica,115 m² tot. | 2 dorm. | 3 baños | 1 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-miraflores-lima-2-dormitorios-90902416?n_src=Listado&n_pills=Cerca+a+colegios&n_pg=1&n_pos=29,46
149578052,Alquiler,Departamento,2026-04-18,"Santa Beatriz, Lima Cercado",Lima Cercado,"S/ 2,600",PEN,2600.0,320.0,2920.0,36.11,72,3.0,2.0,,0,1,1,1,0,No especifica,72 m² tot. | 3 dorm. | 2 baños,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-santa-beatriz-lima-cercado-3-dormitorios-149578052?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=1&n_pos=8,47
60601272,Alquiler,Departamento,2026-04-18,"Country Club, San Isidro",San Isidro,"S/ 6,300 · USD 1,850",PEN,6300.0,900.0,7200.0,22.5,280,3.0,4.0,2.0,0,1,0,1,0,No especifica,280 m² tot. | 3 dorm. | 4 baños | 2 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-country-club-san-isidro-3-dormitorios-60601272?n_src=Listado&n_pills=Cerca+a+colegios&n_pg=1&n_pos=28,47
148948459,Alquiler,Departamento,2026-04-18,"Miraflores, Lima",Miraflores,"S/ 4,380 · USD 1,300",PEN,4380.0,400.0,4780.0,50.93,86,3.0,3.0,1.0,0,1,1,1,0,No especifica,86 m² tot. | 3 dorm. | 3 baños | 1 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-miraflores-lima-3-dormitorios-148948459?n_src=Listado&n_pills=Gimnasio&n_pg=1&n_pos=4,48
149322511,Alquiler,Departamento,2026-04-18,"San Isidro, Lima",San Isidro,"S/ 3,500",PEN,3500.0,400.0,3900.0,58.33,60,2.0,2.0,1.0,1,1,1,0,1,No especifica,60 m² tot. | 2 dorm. | 2 baños | 1 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-san-isidro-lima-2-dormitorios-149322511?n_src=Listado&n_pills=Ascensor&n_pg=1&n_pos=5,48
149563800,Alquiler,Departamento,2026-04-18,"Miraflores, Lima",Miraflores,"S/ 2,700",PEN,2700.0,,,67.5,40,1.0,1.0,1.0,1,1,0,1,0,No especifica,40 m² tot. | 1 dorm. | 1 baño | 1 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-miraflores-lima-1-dormitorio-149563800?n_src=Listado&n_pills=Seguridad&n_pg=1&n_pos=6,48
145797458,Alquiler,Departamento,2026-04-18,"San Eugenio, Lince",Lince,"S/ 4,590 · USD 1,350",PEN,4590.0,350.0,4940.0,45.9,100,3.0,2.0,1.0,1,1,1,0,0,No especifica,100 m² tot. | 3 dorm. | 2 baños | 1 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-san-eugenio-lince-3-dormitorios-145797458?n_src=Listado&n_pills=Cerca+a+colegios&n_pg=1&n_pos=7,48
149521535,Alquiler,Departamento,2026-04-18,"San Miguel, Lima",San Miguel,"S/ 2,200 · USD 600",PEN,2200.0,200.0,2400.0,40.0,55,1.0,1.0,1.0,1,1,1,0,0,No especifica,55 m² tot. | 1 dorm. | 1 baño | 1 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-san-miguel-lima-1-dormitorio-149521535?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=1&n_pos=8,48
149299145,Alquiler,Departamento,2026-04-18,"Miraflores, Lima",Miraflores,"S/ 9,800 · USD 2,850",PEN,9800.0,1050.0,10850.0,56.98,172,1.0,2.0,2.0,0,0,0,0,0,No especifica,172 m² tot. | 1 dorm. | 2 baños | 2 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-miraflores-lima-1-dormitorio-149299145?n_src=Listado&n_pills=Ascensor&n_pg=1&n_pos=9,48
149541072,Alquiler,Departamento,2026-04-18,"Miraflores, Lima",Miraflores,"S/ 4,135 · USD 1,200",PEN,4135.0,600.0,4735.0,57.43,72,2.0,2.0,1.0,0,1,1,0,1,No especifica,72 m² tot. | 2 dorm. | 2 baños | 1 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-miraflores-lima-2-dormitorios-149541072?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=1&n_pos=11,48
149124024,Alquiler,Departamento,2026-04-18,"Orrantia Del Mar, San Isidro",San Isidro,"S/ 6,000 · USD 1,765",PEN,6000.0,500.0,6500.0,41.96,143,2.0,2.0,2.0,0,1,0,1,1,No especifica,143 m² tot. | 2 dorm. | 2 baños | 2 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-orrantia-del-mar-san-isidro-2-dormitorios-149124024?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=1&n_pos=13,48
66859696,Alquiler,Departamento,2026-04-18,"San Antonio, Miraflores",Miraflores,"S/ 3,000 · USD 900",PEN,3000.0,350.0,3350.0,38.46,78,1.0,1.0,1.0,0,0,0,0,0,No especifica,78 m² tot. | 1 dorm. | 1 baño | 1 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-san-antonio-miraflores-1-dormitorio-66859696?n_src=Listado&n_pills=Cerca+a+colegios&n_pg=1&n_pos=15,48
149478911,Alquiler,Departamento,2026-04-18,"San Miguel, Lima",San Miguel,"S/ 1,700",PEN,1700.0,180.0,1880.0,41.46,41,1.0,1.0,1.0,1,1,1,0,0,No especifica,41 m² tot. | 1 dorm. | 1 baño | 1 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-san-miguel-lima-1-dormitorio-149478911?n_src=Listado&n_pills=Seguridad&n_pg=1&n_pos=16,48
149363467,Alquiler,Departamento,2026-04-18,"Miraflores, Lima",Miraflores,"S/ 6,900 · USD 2,000",PEN,6900.0,800.0,7700.0,53.08,130,2.0,2.0,2.0,1,0,1,0,0,No especifica,130 m² tot. | 2 dorm. | 2 baños | 2 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-miraflores-lima-2-dormitorios-149363467?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=1&n_pos=17,48
148895584,Alquiler,Departamento,2026-04-18,"Corpac, San Borja",San Borja,"S/ 3,481 · USD 1,000",PEN,3481.0,340.0,3821.0,27.41,127,3.0,3.0,1.0,0,0,0,0,1,No especifica,127 m² tot. | 3 dorm. | 3 baños | 1 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-corpac-san-borja-3-dormitorios-148895584?n_src=Listado&n_pills=Cerca+a+colegios&n_pg=1&n_pos=18,48
147985258,Alquiler,Departamento,2026-04-18,"Miraflores, Lima",Miraflores,"S/ 5,712 · USD 1,700",PEN,5712.0,1000.0,6712.0,47.6,120,2.0,2.0,,0,0,0,0,0,No especifica,120 m² tot. | 2 dorm. | 2 baños,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-miraflores-lima-2-dormitorios-147985258?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=1&n_pos=19,48
4286216,Alquiler,Departamento,2026-04-18,"Miraflores, Lima",Miraflores,"S/ 9,045 · USD 2,700",PEN,9045.0,1082.0,10127.0,28.62,316,3.0,1.0,3.0,1,1,1,0,0,No especifica,316 m² tot. | 3 dorm. | 1 baño | 3 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-miraflores-lima-3-dormitorios-4286216?n_src=Listado&n_pills=Gimnasio&n_pg=1&n_pos=20,48
148806680,Alquiler,Departamento,2026-04-18,"Barranco, Lima",Barranco,"S/ 2,360 · USD 700",PEN,2360.0,490.0,2850.0,56.19,42,1.0,1.0,,0,0,0,0,0,No especifica,42 m² tot. | 1 dorm. | 1 baño,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-barranco-lima-1-dormitorio-148806680?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=1&n_pos=24,48
148653778,Alquiler,Departamento,2026-04-18,"Lince, Lima",Lince,"S/ 2,530 · USD 750",PEN,2530.0,280.0,2810.0,52.71,48,1.0,1.0,,1,1,0,1,1,No especifica,48 m² tot. | 1 dorm. | 1 baño,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-lince-lima-1-dormitorio-148653778?n_src=Listado&n_pills=Cerca+a+colegios&n_pg=1&n_pos=25,48
149337170,Alquiler,Departamento,2026-04-18,"Miraflores, Lima",Miraflores,"S/ 4,685 · USD 1,350",PEN,4685.0,530.0,5215.0,46.85,100,2.0,2.0,1.0,0,1,1,1,1,No especifica,100 m² tot. | 2 dorm. | 2 baños | 1 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-miraflores-lima-2-dormitorios-149337170?n_src=Listado&n_pills=Gimnasio&n_pg=1&n_pos=27,48
147504712,Alquiler,Departamento,2026-04-18,"Miraflores, Lima",Miraflores,"S/ 2,882 · USD 860",PEN,2882.0,500.0,3382.0,27.45,105,2.0,2.0,1.0,0,0,0,0,0,No especifica,105 m² tot. | 2 dorm. | 2 baños | 1 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-miraflores-lima-2-dormitorios-147504712?n_src=Listado&n_pills=Ascensor&n_pg=1&n_pos=28,48
90902416,Alquiler,Departamento,2026-04-18,"Miraflores, Lima",Miraflores,"S/ 2,915 · USD 870",PEN,2915.0,340.0,3255.0,25.35,115,2.0,3.0,1.0,0,0,0,0,0,No especifica,115 m² tot. | 2 dorm. | 3 baños | 1 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-miraflores-lima-2-dormitorios-90902416?n_src=Listado&n_pills=Seguridad&n_pg=1&n_pos=29,48
149450841,Alquiler,Departamento,2026-04-18,"Miraflores, Lima",Miraflores,"S/ 3,800 · USD 1,150",PEN,3800.0,400.0,4200.0,55.07,69,1.0,1.0,1.0,1,1,1,0,1,No especifica,69 m² tot. | 1 dorm. | 1 baño | 1 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-miraflores-lima-1-dormitorio-149450841?n_src=Listado&n_pills=Piscina&n_pg=1&n_pos=30,48
145797458,Alquiler,Departamento,2026-04-18,"San Eugenio, Lince",Lince,"S/ 4,590 · USD 1,350",PEN,4590.0,350.0,4940.0,45.9,100,3.0,2.0,1.0,1,1,1,0,0,No especifica,100 m² tot. | 3 dorm. | 2 baños | 1 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-san-eugenio-lince-3-dormitorios-145797458?n_src=Listado&n_pills=Parrilla&n_pg=1&n_pos=7,49
149521535,Alquiler,Departamento,2026-04-18,"San Miguel, Lima",San Miguel,"S/ 2,200 · USD 600",PEN,2200.0,200.0,2400.0,40.0,55,1.0,1.0,1.0,1,1,1,0,0,No especifica,55 m² tot. | 1 dorm. | 1 baño | 1 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-san-miguel-lima-1-dormitorio-149521535?n_src=Listado&n_pills=Ascensor&n_pg=1&n_pos=8,49
149541072,Alquiler,Departamento,2026-04-18,"Miraflores, Lima",Miraflores,"S/ 4,135 · USD 1,200",PEN,4135.0,600.0,4735.0,57.43,72,2.0,2.0,1.0,0,1,1,0,1,No especifica,72 m² tot. | 2 dorm. | 2 baños | 1 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-miraflores-lima-2-dormitorios-149541072?n_src=Listado&n_pills=Parrilla&n_pg=1&n_pos=11,49
149478911,Alquiler,Departamento,2026-04-18,"San Miguel, Lima",San Miguel,"S/ 1,700",PEN,1700.0,180.0,1880.0,41.46,41,1.0,1.0,1.0,1,1,1,0,0,No especifica,41 m² tot. | 1 dorm. | 1 baño | 1 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-san-miguel-lima-1-dormitorio-149478911?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=1&n_pos=16,49
147985258,Alquiler,Departamento,2026-04-18,"Miraflores, Lima",Miraflores,"S/ 5,712 · USD 1,700",PEN,5712.0,1000.0,6712.0,47.6,120,2.0,2.0,,0,0,0,0,0,No especifica,120 m² tot. | 2 dorm. | 2 baños,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-miraflores-lima-2-dormitorios-147985258?n_src=Listado&n_pills=Amoblado&n_pg=1&n_pos=19,49
4286216,Alquiler,Departamento,2026-04-18,"Miraflores, Lima",Miraflores,"S/ 9,045 · USD 2,700",PEN,9045.0,1082.0,10127.0,28.62,316,3.0,1.0,3.0,1,1,1,0,0,No especifica,316 m² tot. | 3 dorm. | 1 baño | 3 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-miraflores-lima-3-dormitorios-4286216?n_src=Listado&n_pills=Seguridad&n_pg=1&n_pos=20,49
149539499,Alquiler,Departamento,2026-04-18,"Chorrillos, Lima",Chorrillos,"S/ 8,500 · USD 2,500",PEN,8500.0,1120.0,9620.0,33.86,251,4.0,3.0,2.0,1,1,0,1,1,No especifica,251 m² tot. | 4 dorm. | 3 baños | 2 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-chorrillos-lima-4-dormitorios-149539499?n_src=Listado&n_pills=Amoblado&n_pg=1&n_pos=21,49
149210488,Alquiler,Departamento,2026-04-18,"Barranco, Lima",Barranco,"S/ 5,780 · USD 1,700",PEN,5780.0,1100.0,6880.0,46.24,125,3.0,3.0,2.0,0,1,0,0,0,No especifica,125 m² tot. | 3 dorm. | 3 baños | 2 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-barranco-lima-3-dormitorios-149210488?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=1&n_pos=22,49
148806680,Alquiler,Departamento,2026-04-18,"Barranco, Lima",Barranco,"S/ 2,360 · USD 700",PEN,2360.0,490.0,2850.0,56.19,42,1.0,1.0,,0,0,0,0,0,No especifica,42 m² tot. | 1 dorm. | 1 baño,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-barranco-lima-1-dormitorio-148806680?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=1&n_pos=24,49
148653778,Alquiler,Departamento,2026-04-18,"Lince, Lima",Lince,"S/ 2,530 · USD 750",PEN,2530.0,280.0,2810.0,52.71,48,1.0,1.0,,1,1,0,1,1,No especifica,48 m² tot. | 1 dorm. | 1 baño,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-lince-lima-1-dormitorio-148653778?n_src=Listado&n_pills=Piscina&n_pg=1&n_pos=25,49
149337170,Alquiler,Departamento,2026-04-18,"Miraflores, Lima",Miraflores,"S/ 4,685 · USD 1,350",PEN,4685.0,530.0,5215.0,46.85,100,2.0,2.0,1.0,0,1,1,1,1,No especifica,100 m² tot. | 2 dorm. | 2 baños | 1 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-miraflores-lima-2-dormitorios-149337170?n_src=Listado&n_pills=Seguridad&n_pg=1&n_pos=27,49
147504712,Alquiler,Departamento,2026-04-18,"Miraflores, Lima",Miraflores,"S/ 2,882 · USD 860",PEN,2882.0,500.0,3382.0,27.45,105,2.0,2.0,1.0,0,0,0,0,0,No especifica,105 m² tot. | 2 dorm. | 2 baños | 1 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-miraflores-lima-2-dormitorios-147504712?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=1&n_pos=28,49
149450841,Alquiler,Departamento,2026-04-18,"Miraflores, Lima",Miraflores,"S/ 3,800 · USD 1,150",PEN,3800.0,400.0,4200.0,55.07,69,1.0,1.0,1.0,1,1,1,0,1,No especifica,69 m² tot. | 1 dorm. | 1 baño | 1 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-miraflores-lima-1-dormitorio-149450841?n_src=Listado&n_pills=Gimnasio&n_pg=1&n_pos=30,49
149521535,Alquiler,Departamento,2026-04-18,"San Miguel, Lima",San Miguel,"S/ 2,200 · USD 600",PEN,2200.0,200.0,2400.0,40.0,55,1.0,1.0,1.0,1,1,1,0,0,No especifica,55 m² tot. | 1 dorm. | 1 baño | 1 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-san-miguel-lima-1-dormitorio-149521535?n_src=Listado&n_pills=Amoblado&n_pg=1&n_pos=8,50
149299145,Alquiler,Departamento,2026-04-18,"Miraflores, Lima",Miraflores,"S/ 9,800 · USD 2,850",PEN,9800.0,1050.0,10850.0,56.98,172,1.0,2.0,2.0,0,0,0,0,0,No especifica,172 m² tot. | 1 dorm. | 2 baños | 2 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-miraflores-lima-1-dormitorio-149299145?n_src=Listado&n_pills=Amoblado&n_pg=1&n_pos=9,50
149541072,Alquiler,Departamento,2026-04-18,"Miraflores, Lima",Miraflores,"S/ 4,135 · USD 1,200",PEN,4135.0,600.0,4735.0,57.43,72,2.0,2.0,1.0,0,1,1,0,1,No especifica,72 m² tot. | 2 dorm. | 2 baños | 1 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-miraflores-lima-2-dormitorios-149541072?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=1&n_pos=11,50
149124024,Alquiler,Departamento,2026-04-18,"Orrantia Del Mar, San Isidro",San Isidro,"S/ 6,000 · USD 1,765",PEN,6000.0,500.0,6500.0,41.96,143,2.0,2.0,2.0,0,1,0,1,1,No especifica,143 m² tot. | 2 dorm. | 2 baños | 2 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-orrantia-del-mar-san-isidro-2-dormitorios-149124024?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=1&n_pos=13,50
149363467,Alquiler,Departamento,2026-04-18,"Miraflores, Lima",Miraflores,"S/ 6,900 · USD 2,000",PEN,6900.0,800.0,7700.0,53.08,130,2.0,2.0,2.0,1,0,1,0,0,No especifica,130 m² tot. | 2 dorm. | 2 baños | 2 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-miraflores-lima-2-dormitorios-149363467?n_src=Listado&n_pills=Gimnasio&n_pg=1&n_pos=17,50
4286216,Alquiler,Departamento,2026-04-18,"Miraflores, Lima",Miraflores,"S/ 9,045 · USD 2,700",PEN,9045.0,1082.0,10127.0,28.62,316,3.0,1.0,3.0,1,1,1,0,0,No especifica,316 m² tot. | 3 dorm. | 1 baño | 3 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-miraflores-lima-3-dormitorios-4286216?n_src=Listado&n_pills=Parrilla&n_pg=1&n_pos=20,50
148201540,Alquiler,Departamento,2026-04-18,"Miraflores, Lima",Miraflores,"S/ 7,480 · USD 2,200",PEN,7480.0,579.0,8059.0,37.4,200,3.0,2.0,2.0,0,0,0,1,1,No especifica,200 m² tot. | 3 dorm. | 2 baños | 2 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-miraflores-lima-3-dormitorios-148201540?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=1&n_pos=23,50
148806680,Alquiler,Departamento,2026-04-18,"Barranco, Lima",Barranco,"S/ 2,360 · USD 700",PEN,2360.0,490.0,2850.0,56.19,42,1.0,1.0,,0,0,0,0,0,No especifica,42 m² tot. | 1 dorm. | 1 baño,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-barranco-lima-1-dormitorio-148806680?n_src=Listado&n_pills=Seguridad&n_pg=1&n_pos=24,50
148653778,Alquiler,Departamento,2026-04-18,"Lince, Lima",Lince,"S/ 2,530 · USD 750",PEN,2530.0,280.0,2810.0,52.71,48,1.0,1.0,,1,1,0,1,1,No especifica,48 m² tot. | 1 dorm. | 1 baño,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-lince-lima-1-dormitorio-148653778?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=1&n_pos=25,50
147474648,Alquiler,Departamento,2026-04-18,"Miraflores, Lima",Miraflores,"S/ 3,176 · USD 950",PEN,3176.0,450.0,3626.0,30.25,105,2.0,3.0,,0,0,0,0,0,No especifica,105 m² tot. | 2 dorm. | 3 baños,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-miraflores-lima-2-dormitorios-147474648?n_src=Listado&n_pills=Cerca+a+colegios&n_pg=1&n_pos=26,50
149337170,Alquiler,Departamento,2026-04-18,"Miraflores, Lima",Miraflores,"S/ 4,685 · USD 1,350",PEN,4685.0,530.0,5215.0,46.85,100,2.0,2.0,1.0,0,1,1,1,1,No especifica,100 m² tot. | 2 dorm. | 2 baños | 1 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-miraflores-lima-2-dormitorios-149337170?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=1&n_pos=27,50
149450841,Alquiler,Departamento,2026-04-18,"Miraflores, Lima",Miraflores,"S/ 3,800 · USD 1,150",PEN,3800.0,400.0,4200.0,55.07,69,1.0,1.0,1.0,1,1,1,0,1,No especifica,69 m² tot. | 1 dorm. | 1 baño | 1 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-miraflores-lima-1-dormitorio-149450841?n_src=Listado&n_pills=Seguridad&n_pg=1&n_pos=30,50
