ID_Anuncio,Tipo_Operacion,Tipo_Inmueble,Fecha_Extraccion,Ubicación,Distrito,Precio_Original,Moneda,Precio_Soles,Mantenimiento,Precio_Total_Soles,Precio_m2,m2,Dormitorios,Banos,Cocheras,Piscina,Gym,Parrilla,Seguridad_24_7,Mascotas,Antiguedad,Características,URL,Página
4618731,Alquiler,Proyecto,2026-04-18,"San Isidro, Lima",San Isidro,"Departamentos desde S/ 2,750",PEN,2750.0,,,45.83,60,2.0,,,1,1,1,0,0,No especifica,160 un. | 1 a 2 dorm. | 45 a 60 m² tot.,https://urbania.pe/inmueble/proyecto/ememefin-proyecto-alquileres-semiamoblados-nomad-living-juan-de-arona-lima-san-isidro-ccla-nomad-living-4618731?n_src=Listado&n_pg=1&n_pos=3,1
147818750,Alquiler,Casa,2026-04-18,"San Isidro, Lima",San Isidro,"S/ 20,220 · USD 6,000",PEN,20220.0,,,45.64,443,7.0,2.0,,0,0,0,0,0,No especifica,443 m² tot. | 7 dorm. | 2 baños,https://urbania.pe/inmueble/clasificado/alclcain-alquiler-de-casa-en-san-isidro-lima-5-a-mas-dormitorios-147818750?n_src=Listado&n_pg=1&n_pos=4,1
64511623,Alquiler,Departamento,2026-04-18,"Miraflores, Lima",Miraflores,"S/ 15,980 · USD 4,700",PEN,15980.0,800.0,16780.0,71.02,225,3.0,2.0,3.0,1,1,0,0,1,No especifica,225 m² tot. | 3 dorm. | 2 baños | 3 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-miraflores-lima-3-dormitorios-64511623?n_src=Listado&n_pills=Gimnasio&n_pg=1&n_pos=5,1
149576377,Alquiler,Casa,2026-04-18,"San Isidro, Lima",San Isidro,"S/ 24,700 · USD 6,500",PEN,24700.0,,,58.81,420,5.0,2.0,5.0,0,0,0,0,0,No especifica,420 m² tot. | 5 dorm. | 2 baños | 5 estac.,https://urbania.pe/inmueble/clasificado/alclcain-alquiler-de-casa-en-san-isidro-lima-5-a-mas-dormitorios-149576377?n_src=Listado&n_pills=Amoblado&n_pg=1&n_pos=6,1
148197652,Alquiler,Departamento,2026-04-18,"Malecón Cisneros, Miraflores",Miraflores,"S/ 4,704 · USD 1,400",PEN,4704.0,800.0,5504.0,32.44,145,3.0,2.0,1.0,0,0,0,0,0,No especifica,145 m² tot. | 3 dorm. | 2 baños | 1 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-malecon-cisneros-miraflores-3-dormitorios-148197652?n_src=Listado&n_pills=Parrilla&n_pg=1&n_pos=7,1
149383626,Alquiler,Departamento,2026-04-18,"Miraflores, Lima",Miraflores,"S/ 3,200 · USD 914",PEN,3200.0,350.0,3550.0,38.1,84,2.0,2.0,1.0,0,0,0,1,0,No especifica,84 m² tot. | 2 dorm. | 2 baños | 1 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-miraflores-lima-2-dormitorios-149383626?n_src=Listado&n_pills=Seguridad&n_pg=1&n_pos=8,1
149369085,Alquiler,Departamento,2026-04-18,"Orrantia, San Isidro",San Isidro,"S/ 2,900 · USD 852",PEN,2900.0,500.0,3400.0,30.53,95,2.0,1.0,1.0,0,0,0,0,1,No especifica,95 m² tot. | 2 dorm. | 1 baño | 1 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-orrantia-san-isidro-2-dormitorios-149369085?n_src=Listado&n_pills=Ascensor&n_pg=1&n_pos=9,1
148834923,Alquiler,Departamento,2026-04-18,"El Sol De La Molina Et.1, La Molina",La Molina,"S/ 1,750 · USD 525",PEN,1750.0,,,43.75,40,2.0,1.0,1.0,0,0,0,0,1,No especifica,40 m² tot. | 2 dorm. | 1 baño | 1 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-el-sol-de-la-molina-et1-la-molina-2-dormitorios-148834923?n_src=Listado&n_pg=1&n_pos=10,1
149397213,Alquiler,Departamento,2026-04-18,"San Isidro, Lima",San Isidro,"S/ 3,660 · USD 1,050",PEN,3660.0,275.0,3935.0,50.14,73,2.0,2.0,1.0,1,1,0,1,0,No especifica,73 m² tot. | 2 dorm. | 2 baños | 1 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-san-isidro-lima-2-dormitorios-149397213?n_src=Listado&n_pills=Seguridad&n_pg=1&n_pos=11,1
149306837,Alquiler,Departamento,2026-04-18,"Miraflores, Lima",Miraflores,"S/ 2,400",PEN,2400.0,250.0,2650.0,34.78,69,2.0,1.0,,0,0,0,1,0,No especifica,69 m² tot. | 2 dorm. | 1 baño,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-miraflores-lima-2-dormitorios-149306837?n_src=Listado&n_pills=Seguridad&n_pg=1&n_pos=12,1
149330573,Alquiler,Departamento,2026-04-18,"Miraflores, Lima",Miraflores,"S/ 3,700 · USD 1,100",PEN,3700.0,355.0,4055.0,40.22,92,2.0,2.0,1.0,0,0,0,0,0,20 anos,92 m² tot. | 2 dorm. | 2 baños | 1 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-miraflores-lima-2-dormitorios-149330573?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=1&n_pos=14,1
149444823,Alquiler,Departamento,2026-04-18,"Chacarilla Del Estanque, Santiago de Surco",Santiago de Surco,"S/ 11,040 · USD 3,200",PEN,11040.0,600.0,11640.0,32.47,340,3.0,4.0,2.0,0,0,0,0,0,No especifica,340 m² tot. | 3 dorm. | 4 baños | 2 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-chacarilla-del-estanque-santiago-de-surco-3-dormitorios-149444823?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=1&n_pos=15,1
147473595,Alquiler,Departamento,2026-04-18,"Miraflores, Lima",Miraflores,"S/ 3,696 · USD 1,100",PEN,3696.0,350.0,4046.0,28.43,130,3.0,3.0,1.0,0,0,0,0,0,No especifica,130 m² tot. | 3 dorm. | 3 baños | 1 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-miraflores-lima-3-dormitorios-147473595?n_src=Listado&n_pills=Seguridad&n_pg=1&n_pos=16,1
149513410,Alquiler,Casa,2026-04-18,"Santa Rosa, Santiago de Surco",Santiago de Surco,"S/ 4,650 · USD 1,368",PEN,4650.0,,,50.54,92,9.0,5.0,,0,0,0,0,0,No especifica,92 m² tot. | 9 dorm. | 5 baños,https://urbania.pe/inmueble/clasificado/alclcain-alquiler-de-casa-en-santa-rosa-santiago-de-surco-5-a-mas-dormitorios-149513410?n_src=Listado&n_pills=Cerca+a+colegios&n_pg=1&n_pos=17,1
149364055,Alquiler,Casa,2026-04-18,"Miraflores, Lima",Miraflores,"S/ 91,000 · USD 26,000",PEN,91000.0,,,50.92,1787,,30.0,5.0,0,0,0,0,0,No especifica,1787 m² tot. | 30 baños | 5 estac.,https://urbania.pe/inmueble/clasificado/alclcain-alquiler-de-casa-en-miraflores-lima-149364055?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=1&n_pos=18,1
147754733,Alquiler,Casa,2026-04-18,"Carabayllo, Lima",Carabayllo,"S/ 3,500 · USD 1,000",PEN,3500.0,,,15.91,220,5.0,3.0,2.0,0,0,0,0,0,No especifica,220 m² tot. | 5 dorm. | 3 baños | 2 estac.,https://urbania.pe/inmueble/clasificado/alclcain-alquiler-de-casa-en-carabayllo-lima-5-a-mas-dormitorios-147754733?n_src=Listado&n_pg=1&n_pos=19,1
66859696,Alquiler,Departamento,2026-04-18,"San Antonio, Miraflores",Miraflores,"S/ 3,000 · USD 900",PEN,3000.0,350.0,3350.0,38.46,78,1.0,1.0,1.0,0,0,0,0,0,No especifica,78 m² tot. | 1 dorm. | 1 baño | 1 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-san-antonio-miraflores-1-dormitorio-66859696?n_src=Listado&n_pills=Amoblado&n_pg=1&n_pos=20,1
148198005,Alquiler,Departamento,2026-04-18,"Miraflores, Lima",Miraflores,"S/ 3,006 · USD 899",PEN,3006.0,180.0,3186.0,29.18,103,2.0,2.0,1.0,0,0,0,0,0,No especifica,103 m² tot. | 2 dorm. | 2 baños | 1 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-miraflores-lima-2-dormitorios-148198005?n_src=Listado&n_pills=Seguridad&n_pg=1&n_pos=21,1
149506522,Alquiler,Departamento,2026-04-18,"San Isidro, Lima",San Isidro,"S/ 3,850 · USD 1,100",PEN,3850.0,200.0,4050.0,64.17,60,2.0,2.0,,0,0,0,1,0,No especifica,60 m² tot. | 2 dorm. | 2 baños,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-san-isidro-lima-2-dormitorios-149506522?n_src=Listado&n_pills=Piscina&n_pg=1&n_pos=22,1
149320008,Alquiler,Departamento,2026-04-18,"Surquillo, Lima",Surquillo,"S/ 3,500 · USD 1,000",PEN,3500.0,,,43.75,80,2.0,2.0,1.0,0,1,1,0,0,No especifica,80 m² tot. | 2 dorm. | 2 baños | 1 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-surquillo-lima-2-dormitorios-149320008?n_src=Listado&n_pills=Parrilla&n_pg=1&n_pos=23,1
149236811,Alquiler,Departamento,2026-04-18,"San Isidro, Lima",San Isidro,"S/ 3,325 · USD 950",PEN,3325.0,250.0,3575.0,72.28,46,1.0,1.0,,0,0,0,1,1,No especifica,46 m² tot. | 1 dorm. | 1 baño,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-san-isidro-lima-1-dormitorio-149236811?n_src=Listado&n_pills=Seguridad&n_pg=1&n_pos=24,1
149383540,Alquiler,Departamento,2026-04-18,"San Miguel, Lima",San Miguel,"S/ 2,098 · USD 635",PEN,2098.0,300.0,2398.0,34.97,60,2.0,2.0,,1,1,1,0,0,No especifica,60 m² tot. | 2 dorm. | 2 baños,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-san-miguel-lima-2-dormitorios-149383540?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=1&n_pos=25,1
148945515,Alquiler,Departamento,2026-04-18,"Miraflores, Lima",Miraflores,"S/ 2,900",PEN,2900.0,,,44.62,65,1.0,1.0,1.0,0,0,0,0,0,No especifica,65 m² tot. | 1 dorm. | 1 baño | 1 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-miraflores-lima-1-dormitorio-148945515?n_src=Listado&n_pills=Ascensor&n_pg=1&n_pos=28,1
149147405,Alquiler,Departamento,2026-04-18,"Miraflores, Lima",Miraflores,"S/ 3,790 · USD 1,100",PEN,3790.0,400.0,4190.0,37.9,100,3.0,1.0,1.0,0,0,0,0,0,No especifica,100 m² tot. | 3 dorm. | 1 baño | 1 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-miraflores-lima-3-dormitorios-149147405?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=1&n_pos=29,1
149176175,Alquiler,Departamento,2026-04-18,"Miraflores, Lima",Miraflores,"S/ 3,060 · USD 900",PEN,3060.0,350.0,3410.0,38.25,80,2.0,2.0,1.0,1,1,1,1,1,No especifica,80 m² tot. | 2 dorm. | 2 baños | 1 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-miraflores-lima-2-dormitorios-149176175?n_src=Listado&n_pills=Seguridad&n_pg=1&n_pos=30,1
64511623,Alquiler,Departamento,2026-04-18,"Miraflores, Lima",Miraflores,"S/ 15,980 · USD 4,700",PEN,15980.0,800.0,16780.0,71.02,225,3.0,2.0,3.0,1,1,0,0,1,No especifica,225 m² tot. | 3 dorm. | 2 baños | 3 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-miraflores-lima-3-dormitorios-64511623?n_src=Listado&n_pills=Cerca+a+colegios&n_pg=1&n_pos=5,2
148197652,Alquiler,Departamento,2026-04-18,"Malecón Cisneros, Miraflores",Miraflores,"S/ 4,704 · USD 1,400",PEN,4704.0,800.0,5504.0,32.44,145,3.0,2.0,1.0,0,0,0,0,0,No especifica,145 m² tot. | 3 dorm. | 2 baños | 1 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-malecon-cisneros-miraflores-3-dormitorios-148197652?n_src=Listado&n_pills=Piscina&n_pg=1&n_pos=7,2
149397213,Alquiler,Departamento,2026-04-18,"San Isidro, Lima",San Isidro,"S/ 3,660 · USD 1,050",PEN,3660.0,275.0,3935.0,50.14,73,2.0,2.0,1.0,1,1,0,1,0,No especifica,73 m² tot. | 2 dorm. | 2 baños | 1 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-san-isidro-lima-2-dormitorios-149397213?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=1&n_pos=11,2
149306837,Alquiler,Departamento,2026-04-18,"Miraflores, Lima",Miraflores,"S/ 2,400",PEN,2400.0,250.0,2650.0,34.78,69,2.0,1.0,,0,0,0,1,0,No especifica,69 m² tot. | 2 dorm. | 1 baño,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-miraflores-lima-2-dormitorios-149306837?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=1&n_pos=12,2
66859696,Alquiler,Departamento,2026-04-18,"San Antonio, Miraflores",Miraflores,"S/ 3,000 · USD 900",PEN,3000.0,350.0,3350.0,38.46,78,1.0,1.0,1.0,0,0,0,0,0,No especifica,78 m² tot. | 1 dorm. | 1 baño | 1 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-san-antonio-miraflores-1-dormitorio-66859696?n_src=Listado&n_pills=Cerca+a+colegios&n_pg=1&n_pos=20,2
148198005,Alquiler,Departamento,2026-04-18,"Miraflores, Lima",Miraflores,"S/ 3,006 · USD 899",PEN,3006.0,180.0,3186.0,29.18,103,2.0,2.0,1.0,0,0,0,0,0,No especifica,103 m² tot. | 2 dorm. | 2 baños | 1 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-miraflores-lima-2-dormitorios-148198005?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=1&n_pos=21,2
149506522,Alquiler,Departamento,2026-04-18,"San Isidro, Lima",San Isidro,"S/ 3,850 · USD 1,100",PEN,3850.0,200.0,4050.0,64.17,60,2.0,2.0,,0,0,0,1,0,No especifica,60 m² tot. | 2 dorm. | 2 baños,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-san-isidro-lima-2-dormitorios-149506522?n_src=Listado&n_pills=Seguridad&n_pg=1&n_pos=22,2
149320008,Alquiler,Departamento,2026-04-18,"Surquillo, Lima",Surquillo,"S/ 3,500 · USD 1,000",PEN,3500.0,,,43.75,80,2.0,2.0,1.0,0,1,1,0,0,No especifica,80 m² tot. | 2 dorm. | 2 baños | 1 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-surquillo-lima-2-dormitorios-149320008?n_src=Listado&n_pills=Piscina&n_pg=1&n_pos=23,2
149236811,Alquiler,Departamento,2026-04-18,"San Isidro, Lima",San Isidro,"S/ 3,325 · USD 950",PEN,3325.0,250.0,3575.0,72.28,46,1.0,1.0,,0,0,0,1,1,No especifica,46 m² tot. | 1 dorm. | 1 baño,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-san-isidro-lima-1-dormitorio-149236811?n_src=Listado&n_pills=Ascensor&n_pg=1&n_pos=24,2
149383540,Alquiler,Departamento,2026-04-18,"San Miguel, Lima",San Miguel,"S/ 2,098 · USD 635",PEN,2098.0,300.0,2398.0,34.97,60,2.0,2.0,,1,1,1,0,0,No especifica,60 m² tot. | 2 dorm. | 2 baños,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-san-miguel-lima-2-dormitorios-149383540?n_src=Listado&n_pills=Piscina&n_pg=1&n_pos=25,2
149147405,Alquiler,Departamento,2026-04-18,"Miraflores, Lima",Miraflores,"S/ 3,790 · USD 1,100",PEN,3790.0,400.0,4190.0,37.9,100,3.0,1.0,1.0,0,0,0,0,0,No especifica,100 m² tot. | 3 dorm. | 1 baño | 1 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-miraflores-lima-3-dormitorios-149147405?n_src=Listado&n_pills=Amoblado&n_pg=1&n_pos=29,2
149176175,Alquiler,Departamento,2026-04-18,"Miraflores, Lima",Miraflores,"S/ 3,060 · USD 900",PEN,3060.0,350.0,3410.0,38.25,80,2.0,2.0,1.0,1,1,1,1,1,No especifica,80 m² tot. | 2 dorm. | 2 baños | 1 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-miraflores-lima-2-dormitorios-149176175?n_src=Listado&n_pills=Amoblado&n_pg=1&n_pos=30,2
149576377,Alquiler,Casa,2026-04-18,"San Isidro, Lima",San Isidro,"S/ 24,700 · USD 6,500",PEN,24700.0,,,58.81,420,5.0,2.0,5.0,0,0,0,0,0,No especifica,420 m² tot. | 5 dorm. | 2 baños | 5 estac.,https://urbania.pe/inmueble/clasificado/alclcain-alquiler-de-casa-en-san-isidro-lima-5-a-mas-dormitorios-149576377?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=1&n_pos=6,3
148197652,Alquiler,Departamento,2026-04-18,"Malecón Cisneros, Miraflores",Miraflores,"S/ 4,704 · USD 1,400",PEN,4704.0,800.0,5504.0,32.44,145,3.0,2.0,1.0,0,0,0,0,0,No especifica,145 m² tot. | 3 dorm. | 2 baños | 1 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-malecon-cisneros-miraflores-3-dormitorios-148197652?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=1&n_pos=7,3
149369085,Alquiler,Departamento,2026-04-18,"Orrantia, San Isidro",San Isidro,"S/ 2,900 · USD 852",PEN,2900.0,500.0,3400.0,30.53,95,2.0,1.0,1.0,0,0,0,0,1,No especifica,95 m² tot. | 2 dorm. | 1 baño | 1 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-orrantia-san-isidro-2-dormitorios-149369085?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=1&n_pos=9,3
149397213,Alquiler,Departamento,2026-04-18,"San Isidro, Lima",San Isidro,"S/ 3,660 · USD 1,050",PEN,3660.0,275.0,3935.0,50.14,73,2.0,2.0,1.0,1,1,0,1,0,No especifica,73 m² tot. | 2 dorm. | 2 baños | 1 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-san-isidro-lima-2-dormitorios-149397213?n_src=Listado&n_pills=Parrilla&n_pg=1&n_pos=11,3
149330573,Alquiler,Departamento,2026-04-18,"Miraflores, Lima",Miraflores,"S/ 3,700 · USD 1,100",PEN,3700.0,355.0,4055.0,40.22,92,2.0,2.0,1.0,0,0,0,0,0,20 anos,92 m² tot. | 2 dorm. | 2 baños | 1 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-miraflores-lima-2-dormitorios-149330573?n_src=Listado&n_pills=Ascensor&n_pg=1&n_pos=14,3
147473595,Alquiler,Departamento,2026-04-18,"Miraflores, Lima",Miraflores,"S/ 3,696 · USD 1,100",PEN,3696.0,350.0,4046.0,28.43,130,3.0,3.0,1.0,0,0,0,0,0,No especifica,130 m² tot. | 3 dorm. | 3 baños | 1 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-miraflores-lima-3-dormitorios-147473595?n_src=Listado&n_pills=Ascensor&n_pg=1&n_pos=16,3
149513410,Alquiler,Casa,2026-04-18,"Santa Rosa, Santiago de Surco",Santiago de Surco,"S/ 4,650 · USD 1,368",PEN,4650.0,,,50.54,92,9.0,5.0,,0,0,0,0,0,No especifica,92 m² tot. | 9 dorm. | 5 baños,https://urbania.pe/inmueble/clasificado/alclcain-alquiler-de-casa-en-santa-rosa-santiago-de-surco-5-a-mas-dormitorios-149513410?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=1&n_pos=17,3
149364055,Alquiler,Casa,2026-04-18,"Miraflores, Lima",Miraflores,"S/ 91,000 · USD 26,000",PEN,91000.0,,,50.92,1787,,30.0,5.0,0,0,0,0,0,No especifica,1787 m² tot. | 30 baños | 5 estac.,https://urbania.pe/inmueble/clasificado/alclcain-alquiler-de-casa-en-miraflores-lima-149364055?n_src=Listado&n_pills=Seguridad&n_pg=1&n_pos=18,3
66859696,Alquiler,Departamento,2026-04-18,"San Antonio, Miraflores",Miraflores,"S/ 3,000 · USD 900",PEN,3000.0,350.0,3350.0,38.46,78,1.0,1.0,1.0,0,0,0,0,0,No especifica,78 m² tot. | 1 dorm. | 1 baño | 1 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-san-antonio-miraflores-1-dormitorio-66859696?n_src=Listado&n_pills=Ascensor&n_pg=1&n_pos=20,3
148198005,Alquiler,Departamento,2026-04-18,"Miraflores, Lima",Miraflores,"S/ 3,006 · USD 899",PEN,3006.0,180.0,3186.0,29.18,103,2.0,2.0,1.0,0,0,0,0,0,No especifica,103 m² tot. | 2 dorm. | 2 baños | 1 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-miraflores-lima-2-dormitorios-148198005?n_src=Listado&n_pills=Amoblado&n_pg=1&n_pos=21,3
149506522,Alquiler,Departamento,2026-04-18,"San Isidro, Lima",San Isidro,"S/ 3,850 · USD 1,100",PEN,3850.0,200.0,4050.0,64.17,60,2.0,2.0,,0,0,0,1,0,No especifica,60 m² tot. | 2 dorm. | 2 baños,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-san-isidro-lima-2-dormitorios-149506522?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=1&n_pos=22,3
149176175,Alquiler,Departamento,2026-04-18,"Miraflores, Lima",Miraflores,"S/ 3,060 · USD 900",PEN,3060.0,350.0,3410.0,38.25,80,2.0,2.0,1.0,1,1,1,1,1,No especifica,80 m² tot. | 2 dorm. | 2 baños | 1 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-miraflores-lima-2-dormitorios-149176175?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=1&n_pos=30,3
64511623,Alquiler,Departamento,2026-04-18,"Miraflores, Lima",Miraflores,"S/ 15,980 · USD 4,700",PEN,15980.0,800.0,16780.0,71.02,225,3.0,2.0,3.0,1,1,0,0,1,No especifica,225 m² tot. | 3 dorm. | 2 baños | 3 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-miraflores-lima-3-dormitorios-64511623?n_src=Listado&n_pills=Seguridad&n_pg=1&n_pos=5,4
149397213,Alquiler,Departamento,2026-04-18,"San Isidro, Lima",San Isidro,"S/ 3,660 · USD 1,050",PEN,3660.0,275.0,3935.0,50.14,73,2.0,2.0,1.0,1,1,0,1,0,No especifica,73 m² tot. | 2 dorm. | 2 baños | 1 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-san-isidro-lima-2-dormitorios-149397213?n_src=Listado&n_pills=Amoblado&n_pg=1&n_pos=11,4
149306837,Alquiler,Departamento,2026-04-18,"Miraflores, Lima",Miraflores,"S/ 2,400",PEN,2400.0,250.0,2650.0,34.78,69,2.0,1.0,,0,0,0,1,0,No especifica,69 m² tot. | 2 dorm. | 1 baño,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-miraflores-lima-2-dormitorios-149306837?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=1&n_pos=12,4
149444823,Alquiler,Departamento,2026-04-18,"Chacarilla Del Estanque, Santiago de Surco",Santiago de Surco,"S/ 11,040 · USD 3,200",PEN,11040.0,600.0,11640.0,32.47,340,3.0,4.0,2.0,0,0,0,0,0,No especifica,340 m² tot. | 3 dorm. | 4 baños | 2 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-chacarilla-del-estanque-santiago-de-surco-3-dormitorios-149444823?n_src=Listado&n_pills=Amoblado&n_pg=1&n_pos=15,4
147473595,Alquiler,Departamento,2026-04-18,"Miraflores, Lima",Miraflores,"S/ 3,696 · USD 1,100",PEN,3696.0,350.0,4046.0,28.43,130,3.0,3.0,1.0,0,0,0,0,0,No especifica,130 m² tot. | 3 dorm. | 3 baños | 1 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-miraflores-lima-3-dormitorios-147473595?n_src=Listado&n_pills=Amoblado&n_pg=1&n_pos=16,4
148198005,Alquiler,Departamento,2026-04-18,"Miraflores, Lima",Miraflores,"S/ 3,006 · USD 899",PEN,3006.0,180.0,3186.0,29.18,103,2.0,2.0,1.0,0,0,0,0,0,No especifica,103 m² tot. | 2 dorm. | 2 baños | 1 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-miraflores-lima-2-dormitorios-148198005?n_src=Listado&n_pills=Ascensor&n_pg=1&n_pos=21,4
149506522,Alquiler,Departamento,2026-04-18,"San Isidro, Lima",San Isidro,"S/ 3,850 · USD 1,100",PEN,3850.0,200.0,4050.0,64.17,60,2.0,2.0,,0,0,0,1,0,No especifica,60 m² tot. | 2 dorm. | 2 baños,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-san-isidro-lima-2-dormitorios-149506522?n_src=Listado&n_pills=Ascensor&n_pg=1&n_pos=22,4
149320008,Alquiler,Departamento,2026-04-18,"Surquillo, Lima",Surquillo,"S/ 3,500 · USD 1,000",PEN,3500.0,,,43.75,80,2.0,2.0,1.0,0,1,1,0,0,No especifica,80 m² tot. | 2 dorm. | 2 baños | 1 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-surquillo-lima-2-dormitorios-149320008?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=1&n_pos=23,4
149147405,Alquiler,Departamento,2026-04-18,"Miraflores, Lima",Miraflores,"S/ 3,790 · USD 1,100",PEN,3790.0,400.0,4190.0,37.9,100,3.0,1.0,1.0,0,0,0,0,0,No especifica,100 m² tot. | 3 dorm. | 1 baño | 1 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-miraflores-lima-3-dormitorios-149147405?n_src=Listado&n_pills=Ascensor&n_pg=1&n_pos=29,4
147915286,Alquiler,Departamento,2026-04-18,"Miraflores, Lima",Miraflores,"S/ 2,990",PEN,2990.0,350.0,3340.0,28.48,105,2.0,3.0,1.0,0,0,0,0,0,No especifica,105 m² tot. | 2 dorm. | 3 baños | 1 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-miraflores-lima-2-dormitorios-147915286?n_src=Listado&n_pills=Seguridad&n_pg=1&n_pos=4,5
149483964,Alquiler,Departamento,2026-04-18,"Miraflores, Lima",Miraflores,"S/ 2,900 · USD 850",PEN,2900.0,380.0,3280.0,39.19,74,1.0,2.0,1.0,0,0,0,1,0,No especifica,74 m² tot. | 1 dorm. | 2 baños | 1 estac.,https://urbania.pe/inmueble/clasificado/alclapin-alquiler-de-departamento-en-miraflores-lima-1-dormitorio-149483964?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=1&n_pos=5,5
